,Unnamed: 0,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
5569,5569,khan g ooo chaal oyee bakwa bund ker koi serious ill nahi hai jo routin ki hai bein,0,negative,khan too serious ill come on oye bak bund care crying bein,-0.6666666667,negative
5570,5570,tum log khud shah ki gunda imag promot kart rehto ho fir koi liber bole usko gunda toh gaali dene,0,negative,shah himself hooligan imag promotions duty rehto then liber speak his hooligan abuse to give,-2.333333333,negative
5571,5571,go real life alway worri somebodi els babi get togeth ?? nan,0,negative,go real life away worry somebody get together else bubi nun,-3,negative
5572,5572,?????? shehla ke sath mil ke mujra hi kiya lekin vo bhi isk kam nahi aa rha vais jo sawa,0,negative,shehle सथ् mil mujra लेकिन् they isk cum come vais all,0,neutral
5573,5573,get well soon sir aap jaldi ghar ayeng ye kamna karta hu nan,2,positive,get well soon sir hurry up home ayeng common nun,0,neutral
5574,5574,[ 1028 ] hiiiii ur easili one cutest moot love ur content huhu swear im gon na finish read ur au nan,2,positive,vasili one chest most love content swear on finish read hiei huh im and nun,0.5,positive
5575,5575,love u bhaijan father + son bharat iambharat best pic entir promot mashallah,1,neutral,love father best pick enter भैजन् सोन् bharat इअम्भरत् promotions mashallah,3,positive
5576,5576,respect honebl pm sir aap ko bahut bahut badhai ho aap ko outh lete dekh dil dima,2,positive,respect honest pm sir out more take see delhi dim,2,positive
5577,5577,give ur time temporari ppl also mileston kyunki un yado ke sath zindagi jo jini hoti hai teamtatti nan,1,neutral,give time pp also milton zindagi teamtatti temporari them if सथ् genie nun,0,neutral
5578,5578,nation kutt bhonkt rehat hain nan,1,neutral,nation dog भोन्क्त् living nun,0,neutral
5579,5579,qki text kabhi jazbat samn nhi aat na wo ehsa na wo aasu behtr apni jazbat ka khud qadar kr le .?? nan,1,neutral,text because emotion samn nhi self ehse asu better emotion himself qadar kr take nun,2,positive
5580,5580,mai ye kahta hun ki jo jcbkikhudayi dekhn jane ko na kahe wo indian hi nahi hai dilsedesi ?? jcb divid,1,neutral,jane indian job livid me say are j bkkhudayi see saying dilsedesi,-2,negative
5581,5581,ab lagta hai social media ki aabo hawa mei sudhar aayega chunavkhatam apna kaam kare warna apprais mei apk number zar nan,1,neutral,social media appraise ask number lagut abo eve improve will come chunavkhatam work do vern zer nun,2,positive
5582,5582,ye kale badbudar hindu ne tumh 1971 pel pel ke adha kar diya ?????? ab,0,negative,hindu kale stink to you pel pel half,0,neutral
5583,5583,iss bda kutta dalaal mc bc aadmi sport media mein koi nai isk jais dallon ko toh tihar jail,0,negative,gutta my bc sport media that jail big broker man of course isk jais दल्लोन्,1,positive
5584,5584,true dat jah oaa shit rn nan,1,neutral,true shit in the teeth where oaa nun,-4,negative
5585,5585,aditi talaf6 hahahahaahahaa htttt matlab kya 15daystobharat nan,2,positive,anti http matas daystobharat talf hahahahahaha nun,-1,negative
5586,5586,tdb huh ok worri know good th,2,positive,hut ok worry know good th tb,0,neutral
5587,5587,hum abhi tak tums baat kar rahe hai bahar log yeh bhi nahi kar rahe hong hum jais sabhi tump haseng por,1,neutral,long stump you baat out jais hussein por,0,neutral
5588,5588,bhiya tehtullafz segment best ! ! ! ! ! ! ! ! ! ! ! ! dil krta sunt hein rhein ?? ?? allah bless u bhai ) nan,2,positive,segment best bless fear tehtullafz delhi krt सुन्त् रहेइन् allah nun,1,positive
5589,5589,rohatgi jabardast repli diya iss ghamandi ko isk bhaav badh gay hain last year se b,1,neutral,gay last year rohatgi overwhelmingly repli arrogance isk bhav emery,0,neutral
5590,5590,sala bharatiya naam rakhta,2,positive,sal indian name rakht,0,neutral
5591,5591,wonda month ramadan posit heart desir prayer famili friend grant insha allah nan,2,positive,month armada post heart prayer friend grant intra vond desir family allah nun,1,positive
5592,5592,surya mam huge fan ?? biggest wish meet stay pune kabhi gareeb par kripa kardo ??? nan,2,positive,huge fan biggest wish meet stay the sun m pune गरेएब् crip kardo nun,1.666666667,positive
5593,5593,janamdin ki dher saari shubhkamnayein may god bless great health long life may th,2,positive,may god bless great health long life may th जनम्दिन् many sari शुभ्कम्नयेइन्,2,positive
5594,5594,railway se union ko hatana hai ye chor hai sb nan,0,negative,railway union loss chor sb nun,-3,negative
5595,5595,mujh ek baat samajh nahi ati ki sab kuch pata hote hue bhi aap virod nahi kert ho jiss bjp apni manmani ker r,1,neutral,miss r me baat understand extreme some pet opposition only bjp manmani care,0,neutral
5596,5596,tani abe haattt tum flop logo ki aukaad hi kiya h chutiya log ja aapijaan ki chaplusi kar bad,0,negative,flop log bad stretched abe hasta औकाद् lick j आपिजान् finesse,-2.5,negative
5597,5597,sifarshi hypocrit nepot best typic patwaran zameer jab patwarion wali harkata,0,negative,hypocrite best topic referral nepot patwaran zameer patwarion wali harkat,3,positive
5598,5598,worldcup2019 babi world cup aagya sath mai deke haan babi theek hai lekin mai iss bar chennai super ki,1,neutral,worldcup world cup bar chennai super bubi indecent सथ् me by giving bubi were लेकिन् me,3,positive
5599,5599,look good t-shirt love iss band pe har chij suit karti hai perfect ?????? nan,2,positive,look good shirt love band suit perfect her things karti nun,3,positive
5600,5600,owaisi kind person jo saala 20minut k bhashan mein 15min aankh band kar leta hai woh khud n,2,positive,kind person band owaisi year मिनुत् भशन् min eye lets himself,2,positive
5601,5601,socha tha eid pr clear skin ho g perfect makeup hoga bohat piyari lago g lekin kambakht pimpl bh eid manan k liy,2,positive,did clear skin perfect make did thought hoag bohat pieri take it लेकिन् kambkht pimple b मनन् li,2,positive
5602,5602,love better sabi nung kanta sa playlist ng kapatid ko hmm nan,1,neutral,love better playlist him sabi nung kant s ng कपतिद् nun,2.5,positive
5603,5603,barkha congratul hope minist wil nan,2,positive,congratul hope barkh minist will nun,2,positive
5604,5604,thank good wish,2,positive,thank good wish,2,positive
5605,5605,jab tak ham sab ko hamar 15 lakh nahi mileng ji apko jane nahi deng baar nahi doge 2024 l,1,neutral,jane hum lakh milleng of you deng the bar will give ल्,0,neutral
5606,5606,kisiko zabardasti pakad kar maarkar usk mooh se jai shriram bulwayeng toh kya ram jee khush ho jaayeng ?? yahi,1,neutral,ram forcedness catch marker tip mooh jai श्रीरम् bulwayeng ja happiness jayeng,3,positive
5607,5607,far away twt thank much giveaway ???? nan,2,positive,far away thank much giveaway quick nun,2,positive
5608,5608,haraami budday sarfaraz fact one repres countri,0,negative,fact one repress country bastard buddha surfers,-5,negative
5609,5609,kyun ki hindu dayaban hote hai immandar hote hai punya kart hai paap nehin nan,2,positive,hindu behind compassion immandar punya duty sin nun,0,neutral
5610,5610,heart break pakistani fan 54 chin bad start,0,negative,heart break pakistani fan chin bad start,0,neutral
5611,5611,digit kya bakchodi hai flop actor ko batman bana diya isska haal ben affleck se ghatiya hoga nan,1,neutral,digit flop actor batman affect bacchodi issk currently ben ghatiya hoag nun,-2,negative
5612,5612,ki india itni izat h k agar ye musalman pakistan ko galiyan dena chor de india wale,1,neutral,india parisian india such honor august muslim गलियन् the gift chor give,2,positive
5613,5613,ab kya hoga ?????? boycot hindi news channel 3 month want debat ?????????? khud nan,1,neutral,news channel month want hoag बोय् c ओत् hindi debt himself nun,-0.5,negative
5614,5614,bharat ke pardhan mantari ji ko bahut bahut mubarakbad umid hai ki bharat ke savidhan aur lok tantra,1,neutral,intra bharat पर्धन् minister mubarakbad hope bharat सविधन् lok,2,positive
5615,5615,daddi prasad congratul keep good work best wish nan,2,positive,prayed congratul keep good work best wish sister nun,2.333333333,positive
5616,5616,shafiqu drop name ask question .?? 1 age 2 height 3 fav song 4 birthday 5 bad habit 6 best friend 7 goo nan,1,neutral,drop name ask question age height far song birthday bad habit best friend go shafiku nun,-0.3333333333,negative
5617,5617,bro ye pakistani chutiy ex-hindustani aur ex-hindu hai iski maa ne kisi chutiy mul,0,negative,brow pakistani lick ekshindustani axhindu in lick country,0,neutral
5618,5618,ye jais log jhut b jor se confid se bolt inka ky,1,neutral,confide bolt jais jhut jor ink what,0,neutral
5619,5619,congress like  jao ja ker kah godi media se cong waalon ne paagal kutton ke saamn roti daalna bandh kar di,0,negative,congress like  media live j care say the dock c ong valon mad the dog front moth to put bandh on,0.3333333333,positive
5620,5620,zada pleasur mine nan,1,neutral,pleasure mine jd nun,3,positive
5621,5621,wisg mani mani happi return day anna ????????? ungaloda kanavug aasaig ellam niraiv,1,neutral,return day anna विस्ग् money money hippie unglod kanwug attachment एल्लम् forever,0,neutral
5622,5622,chor ki dp qazi faiz isa chor hai khuda ka wasta apney naam se yeh dr hata pleas beg u nan,0,negative,up waste dr pleas chor qazi faiz this chor myself अप्नेय् name hat beg nun,-1,negative
5623,5623,hoooooy selo si aq char keleg eneb hehe happi u babe ?? nan,2,positive,babe hooyooyo cello c aq chirp keleg anneb hey hey hippie nun,0,neutral
5624,5624,chapter 4 fun littl car show au geet littl angst littl plot solo boy drama,1,neutral,chapter fun car show plot boy drama littell and geet littell angst littell solo,4,positive
5625,5625,jin ko imam parchi lgta hai babar selfish lgta hai imad ki worth smjh nai ati amir team mn kiun wapa aia ye nai,1,neutral,selfish worth team jin im slip lgt buber lgt इमद् remember of course extreme immortal म्न् why? vp aye of course,0.3333333333,positive
5626,5626,hobi u tweet say pick line u hehe nan,1,neutral,sweet say pick line hobby hey hey nun,2,positive
5627,5627,krishna ladka ?????? investig journalist hai har cheez ko thok bajaa ke dekhta hai nan,2,positive,krishna journalist boys investigation her cheez wholesale time see nun,0,neutral
5628,5628,ontrarian sena khair mubarak nan,2,positive,ontrarian mubarak sen ok nun,0,neutral
5629,5629,wooooo hoooooo ! ! ! ! ! yesssss happi ! ! ! ! ! nan,2,positive,yesssss wooooo hoaoaoo hippie nun,0,neutral
5630,5630,tweep vo pyaar hi kya jisn self respect ki band na bajayi ho nan,1,neutral,weep self respect band they love जिस्न् bajayi nun,0.5,positive
5631,5631,global agenda sirf modi ji ke pas hai congress 72000 se vote kharidna chahti thi aur desh ke agend,0,negative,global agenda congress vote only post to buy chahti country again,0,neutral
5632,5632,bahut zyaada yaar log kitnay ganday aur zaalim hain doosron ki betiyon ki zindagiyan ujaartay hain,2,positive,zindagiyan more man how many गन्दय् zalim doosron bettion earnings,0,neutral
5633,5633,modi ji kya apko subramanium swami ji se nhi banti sabs intellig leader hay apk poor bj,2,positive,subramanium leader ask poor by of you swami nhi banti subs intellig hi,-2,negative
5634,5634,allah na kray k ye manhoo insan dobara kabi pakistan azab ki surat naazil ho jitni,1,neutral,manhood parisian allah purchase insan double cube amazing surat nazil as much as,4,positive
5635,5635,ka kalkata polic ne cbi offic ko kutt ki tarha pitagordon pakra arrest kiya aur polic statio,2,positive,arrest kalkat poli c c by phew dog thirteen पितगोर्दोन् arrest poli c statues,-2,negative
5636,5636,aj 1'o clock pr jana nhi aap ko bhi politician ki list mein shamil kr dia jay ga ?? ???? nan,1,neutral,clock politician list jay aj o people nhi shamil kr day c nun,0,neutral
5637,5637,ye old ho gyi news ab ?? phle btana ta nan,1,neutral,old news gyi fly the statement so nun,0,neutral
5638,5638,khan jai hanuman gyan gun sagar jai kapi tihun lok ujagar ram doot,1,neutral,khan human gun sugar ram jai ग्यन् jai kapi तिहुन् lok the heathen doyot,-1,negative
5639,5639,ka beta bhosdiwala dusr ka tweet copi karta hai tweet chor sale madarchod ais follow nhi badheng nan,0,negative,beta sweet sweet sale follow bhosdiwal other c op chor madarchod ace nhi बधेङ् nun,2,positive
5640,5640,thank .. ! boy jeeti raho ?? lumin,1,neutral,thank boy jetty लुमिन्,2,positive
5641,5641,happi b'day dakter saab bhagwaan aapko achchi sehat aur bohat lambi umar dein aur aap hum sabhi,2,positive,day hippie daktar garnish god good health bohat long age देइन,2,positive
5642,5642,salam ali'kum gud morn ???? nan,2,positive,more salam अलिकुम् anus nun,0,neutral
5643,5643,got 10 % vote urban center like chennai coimbator veri good nan,1,neutral,got vote urban center like chennai good c oimbatore very nun,2.5,positive
5644,5644,hey guy follow hun ?? k 1k krwao main new dp dekhni ha iski ?? achi bandi ha follow back dy dy gi interac nan,1,neutral,hey guy follow main new up follow back interact are wh cryvo to see good prisoner the the gui nun,0.5,positive
5645,5645,sir namast hame aap par aapki sarkarki ekta par pura bharosha h isliy ham mppsc select assist profess nan,2,positive,sir select assist profess hi us sarkarki the solitary pur trust islaia mpps c nun,1,positive
5646,5646,coz w / ur one smile felt good alreadi ?????? nan,2,positive,co one smile felt good already w nun,2.5,positive
5647,5647,oo aunti say jai shri ram sens posit vibe around us blood destruc,2,positive,say she ram post vice around us blood destroy ooh ooh aunty jai sense,-3,negative
