,TWEET,SCORE,SENTIMENT_LABEL
5767,aapn bhi toh mehnat bahut ki hai aap humr gaw aay hum logo ko bahut khushi hui hum toh aaj bhi,2,positive
5768,khaangressi bhajpaaiyon ko gaali de rahe hain bhaajpaai khaangressiyon ko gaali de rahe hain merey jais kame,0,negative
5769,whi malayalam hogi toh mallu ban jaunga song stuck head ??????? nan,2,positive
5770,hum nepot favorit ki siyasat nahi krtay suna tha koi keh raha tha shyd kahi uturn nahi lelia nan,0,negative
5771,jalan tw tmhe aes horhi jese tmhare baap ki lga di ho ainda himmt b mt krna mere baap tk pohnchn ki nan,0,negative
5772,mene muslim nam hi nahi liya second thing ye jo twit kisn kiya hai ye bat mat dekhi jo video,0,negative
5773,bts fake love elig platinum us nan,1,neutral
5774,lanat ho un andhon pr jo ankhon daikha na daikh sakain en andhon hi ki waja sy ye mulk paryshan h,1,neutral
5775,janta bhi chor hai train k ac dibb se chadar kambal chori ho jata hai sarkaar uss badi chor ha,0,negative
5776,congress ko dhakka lagna swabhavik hai jo sarei media ko apn ungliyo pe nachata tha waha ab uski mar,1,neutral
5777,happen even yaar dekhna tho bohot kuch chahta hoon dekhn ko mann hi nahi hota h,1,neutral
5778,) alhumdulillah good time caus pakarmedforc protect us ia allah ap,2,positive
5779,sir big fan serial main start se episod 1till present saar dekh hai,2,positive
5780,congratul ?? ?? sir ye hamari khush kismati hai ki mai aapk yug janm lia aapko pm,2,positive
5781,whi earn bread butter famili kya dadagiri hai yaar yeh bjp ki bjp,1,neutral
5782,shri narend modi ji aaj aap ki dusri baar taajposi hai aur hum logo ki aap se kafi ummid hai aur jo aap ne bhart,2,positive
5783,hram khani ki adat ho gyi lye juth nhi chor sakt khoti ke bachi gulshan iqbal karachi 4 ganti,0,negative
5784,congratul ji believ india go reach greater height vision jai hind nan,2,positive
5785,one day join us tomorrow 10 day encourag friendship learn bg,2,positive
5786,rist koi bhi ho hmesa ke liy nhi hote apn maa papa ke btay hue rasto pe chalo achhi bno u,1,neutral
5787,log follow krke unfollow kr dete hai ese hi follow nahi hai ???? nan,1,neutral
5788,best luck n lagay hathon bhai apni vocabulari b thori brha lein wth sens word desc,0,negative
5789,sharma444 iska haal dhobi ke kutt wala ho gaya na ghar ka na hi ghaat ka haramkhor matlub,0,negative
5790,modi ji pleas help us get hard earn money modisarkar hope us karnataka state gover,1,neutral
5791,viru sir ji ne perfect predict kiya tha baah sir ji bat se bowler ko dhone k barein mein aapka jawab nhi saa,2,positive
5792,tumhari buniyad hi juth pe rakhi gyi hai pta nhi kab akal aegi bc khud badnam hote haain,0,negative
5793,assalaam alaikum jumma kareem mubarak muslim great day rememb muslim ur dua takecar fee,2,positive
5794,sala churkut pen bhi 3rs ka khose hue hai betichod daru ka pauwa jarur 600rs wala pita honga dongi sala nan,0,negative
5795,congratul modi ji aan wale 5 sallo aap desh ko bhut aag le kr jay bato ka bhi dhayan,2,positive
5796,hi call target thank enjoy chutti nan,1,neutral
5797,ase har insan rail khinlon aur anek vastu bechega suraksha ke lihaj se ye thik nahi koi k,2,positive
5798,thank friend ?? realli look forward resid ?????????????? thank make feel welcom eid mubarak ?? nan,2,positive
5799,hariom ye log kabhi bhi kisi ke saagein nhi ho saktein kyon ki inki aasmaani kitaa,1,neutral
5800,pahl aap khud ki galti ko accept kijiy aa kr mere kadmo pe khud ki naak ragdiy toh sayad polic depart ke li,1,neutral
5801,rathe mr rathe twitter pe baith baith aap sab ko better world mein le jayeng ????????????,2,positive
5802,bakloli band karo mathra musalmano ne 2 hindu dukandaro ko lassi ke pais mangn per peet pee,0,negative
5803,janam din ki bahut bahut badhai,2,positive
5804,awwwie love much ! ! ! ?????????????????? daili remind u cute th,2,positive
5805,truth wah wah ye oxford mai billion donat k baad dakhla lekr bani,1,neutral
5806,tamanna nahi ji aapk type ke school mein toh bilkul nahi gayi aur na kabhi jaaungi ab nikali,1,neutral
5807,abhi bhai indiasmostw ek aadmi h aur hamar pm modiji aur hamn puri movi 23-may ko dekh ?????? nan,2,positive
5808,ba sh ar kahni aik k chakar main nahi ???????? dekhna peh wali se bhi na jao ?????? nan,0,negative
5809,get immun boost water cutting-edg antioxid hydrogen alkalin technolog thunderwel ro wate,1,neutral
5810,anabiya aur tu kamil kamina tehra hame subah kitna kharab kharab massag kiya follo,1,neutral
5811,yeh koi videsh nahi hai jaha sadko per log nikal aat hai evm ki gadbadi ki jaanch karaiy aur p,1,neutral
5812,best wish love mitra - best boy ever ???????? nan,2,positive
5813,support savkasath + savka vika modi visva nan,2,positive
5814,chalo thar kay bachon kay baad ab thar ka coala samajh aayaa harami ko ppp ki karkardgi ya bad govern nan,0,negative
5815,boy ???? dekho tumhar liy kya laya hu girl ?? khush hoker ?????? jaanu love ... ... ?????? boy ????,2,positive
5816,offici yayyyyyi thank love u much nan,2,positive
5817,bam muje vohi hi real papa lgte h bablu ji realli good news fine real papa ji .?? nan,1,neutral
5818,ind itn suriti k sath bol ri ho bjp wale chutiya h kya jo abhi tk bahar ghumn de rhe h nan,0,negative
5819,well playd bng setback pr setback honi ja rhi bar banvsa nan,1,neutral
5820,jay hind jay bharat vandemataram jay sree ram assalamolaikum bismilla-e-rahamat-ullah ????????????????????????????????????????????????,2,positive
5821,mai narendra damodarda modi ishwar ke shapath leta hoon gave goosebump felt ...,2,positive
5822,love friend sapna ji aapka dil churalunga key ki hame aapk dil raht h aap mar dil ho love frien,2,positive
5823,baat congress ko bachan ki nahi hai bjp aur sanghi soch ko jad se ukhad fekn ki hai jan,1,neutral
5824, tara talk hehe realli want know hehe ! ! ?? nan,1,neutral
5825,oh tabhi ap jyada onlin nhi aat da best bro b'di girl ki dil se apk liy dua h sb jldi theek ho jaay ?? nan,2,positive
5826,[ kaleem051986 ] sing main hoon hero tera p balasubrahmanyam & lata mangeshkar incred voic,2,positive
5827,tayosa jaiga wag sa jamil fuck stupid stfu nan,0,negative
5828,ab shri lanka ki bhi band bajao su su swami nan,0,negative
5829,indianelections2019 mahagathbandhan onc said ak chowkidaar chale jayeng n't know chowkidaar stay fo,1,neutral
5830,given chanc settl countri india still settl india bharat mata ki ja nan,2,positive
5831,yeh fursat ke 4 lamh ?????? jaipur visit citi lifetim & love ??  jaipur,2,positive
5832,hbdilyasqadri 26 ramdan ul mubarak happi birthday ameer-e-ah sunnat hazrat allama ilya attar qadiri founder nan,2,positive
5833,sum ameen ?? thank fati u make day ? love u 2 ?? nan,2,positive
5834,ji aapko jarurat hai 1/ ek well experienc polit guid ( ji shyam ji kotoi nahi ) 2/ pitthuon se,1,neutral
5835,5 saal beet gayein bjp ke haath bundh hue theabh doosr aur 5 saal guzar jaiyeng aur bjp muh dekhti rah nan,0,negative
5836,give araki lot credit kuch detail work goe make charact hes,2,positive
5837,com koi inko pucho ki bc pese kya isk dahej aayeng jo gov free ride lagayegi nan,0,negative
5838,paid tatkal fair coach look realli ugli fan respons sleep without fan dindug ch nan,0,negative
5839,esa lgta hai jese hinduo ki jaan ki koi kadar hi nhi vo aravind kejriw cricket,1,neutral
5840,bina ministri k server nahi kar sakt desh ka ministri se maal milta hai isiliy sabm desh seva ki bhawna jaag gayi nan,2,positive
5841,sleep har har mahadev ??,2,positive
5842,nation educ polici 2019 ke draft men tet ke saath jo bhi alag parkirya hai aur cpd ki jo baat,1,neutral
5843,agar thodhisi bhi sharam aapm hoti ab tak aap ye fake video delet kar dete lekin godi media ka kuc,0,negative
5844,intens dear jodi one time love know next scene like great sto,1,neutral
5845,pleas akki ko choosna band kro let gain weight kya halat krdi h choo nan,0,negative
5846,girl hone ka ek nuksan ye bhi nahi keh sakt k badthan dad nan,1,neutral
5847,asif bas fact tweet 5 min apart made extra sad love ???? nan,2,positive
5848,kir mahananda express 15484 ac iii dono koach ac nahi chal raha lekin kals koi kuch nahi kar paya,1,neutral
5849,mam meri modi ji se gujari hi ki aapko aor 5 saal maoka de aap pravasio ke liy ab tak sabs achchi,2,positive
5850,great sens humour aur bas itni tareef kafi hai ?? nan,2,positive
5851,ji aapko jeet bahut bahut subhkamnay aap e ek dil ki icha hai ki aap,2,positive
5852,ok aakhri lamhaat apki birthday k ?? ( ume karti hoon dekhai de raha hoga ?? ) happi birthday ! ! ??,0,negative
5853,iss chomu rahul easwar ko nobl peac prize chahiyena idhar ka na udhar ka ???? nan,0,negative
5854,lagbhag har state mai aapki sarkar hai center mai bhi bahumat se aap hai presid aapki pasnd ka hai,1,neutral
5855,abe screan shot dikhan ki kya jarurat ab aapki beti ko bhi pata chal gaya aur,0,negative
5856,mai khush hota hoon daikha kisi ka dil dukhaya mil gaee saza isi duniya mai joke asid everyon creat,1,neutral
5857,1 ) public review humn vote diya tha seem plant q & 2 r get 24hr power,1,neutral
5858,ajj kal tatkal ke naam par ralilway janta ko dhokha de rahi hai pata nahi kaun ticket nikal leta hai,1,neutral
5859,jab kattu vo jeez hi bad hai toh sad hone ka fayada hi nahi hai,1,neutral
5860,yes anxieti realli high late ?? tryna pray & shake deff gon na look,2,positive
5861,happi birthday bhaiya aap jeeyo hazaro saal happi birthday nan,2,positive
5862,tu kalank ko hit bola thi flop ddpd alreadi hit tu flop bol raha h tingu krk teri,0,negative
5863,thank barkha kind word,1,neutral
5864,even person share know fake v,0,negative
5865,h e master done bro aaj krega ?? salut nan,2,positive
5866,10 shafiqu khan7 janam din mubarak ho larki ??? nan,2,positive
5867,325 ka bunti modi ji hi mumkin hi ji modi ji ka sab ka sath sab k,2,positive
5868,awww thank gorgeous ilfal lekum ya rab afra7 feekum ???????? much wallaaa ?? love ?? nan,2,positive
5869,ia offic ke bayan ko misunderstood kiya gaya hai wo khud gandhian hai wyang banaya tha k,1,neutral
5870,congratul sir aapko der sari dua hain aap 5sal pm te pm bi 5sal pm raheng sir ek hi binti hain desh,1,neutral
5871,wo tumh ye zarur btayeng ki tajmah shah-jahan ne banwaya tha lekin ye kabhi nahi batayeng ki wo tajmah,1,neutral
5872,raul khan gandu jintana asabhya aadmi mene life 2 hi dekh hai bhosdiw aur mumtaj bano bina sanskar ke neta pm k,0,negative
5873,jinbt yoongi reaction jin freddi mercuri eh-oh chant pure fond ???? yoongi got excit ???? nan,2,positive
5874,ajib suar ki aulad h saala ye tune likha hi kya h kyu likha h doubt congr,0,negative
5875,afridi least much better sharmila farooqui shehla raza billo rani nan,1,neutral
5876,happi birthday doctor sahab ?? bhagwaan aapko khush swasth rkhe aap hme ais hi apni creativ se hansaat rhe ?? nan,2,positive
5877,whi tri new game & tukda gang ide break india today india unit # # # # jai hind nan,2,positive
5878,yahi bjp ka doglapan hai rajneeti ke giddh aaj ganhi ki lashon ko noch rahe hain mn,0,negative
5879,namaskar sir ji dusari baar pradhan mantri banan par aapki hardik badhai sir hamaar gaaw lite nh,2,positive
5880,eeeeee mmmmmm sorri ! ! ! ! good morn ! ! !,2,positive
5881,ghabrana nahi 1992 world cup mein bhe west indi ne toss jeet kar pakistan ko bat karwai thee cwc2019 pakvwi nan,2,positive
5882,yeh desh ke garh matri hi nahi gaddaro ke kaal bhi hai kaam bol kar jayda kaam kart karn viswash kart hai apn,1,neutral
5883,thank much sir aaj koi film star hota aap log mere comment ko social issu bana dete koi neta hota,1,neutral
5884,allah ne apka birthday ramzan k paak mahin ata farmaya hai allah apko apni panah rakh al,2,positive
5885,shrimaan kon se dunya ghum rahai ho kya congress parti jantta k sawalon k parti jawab deh ne hai k,0,negative
5886,happi birthday chah chah chah happi birthday hamoood happi birthday chah chah chah ?????????????????????? nan,2,positive
5887,nahi mut sorri health depart sare hospit band karo sab ko pehl dhar ka gaumutra sab bimari,0,negative
5888,awe man appreci shorti alreadi know rock real alway ?? still go liq,2,positive
5889,nhi yehi toh bjp ke superstar pracharak h jinhon apna kartavi sahi nibhaya u,0,negative
5890,koch log jo aj pak armi py bakwa kar rahi hain yaken karo woh us jawan ki joti k barbar bhi ni hain humra jaanti shahz nan,0,negative
5891,modi ji ek yojana laiy goa dekho paribhraman yojna jaha 18 60 year ke lound jcb ki khudai nan,1,neutral
5892,good morn ?? dr harish bhalla urf swami harshanand ??,2,positive
5893,ye chor buddah kyu chup chap nehi rehrakta hei rss walo buddah ko gaand maaro jail rahkebhi khu,0,negative
5894,enjoy u understand punjabi wah modiji wah,2,positive
5895,alhamdulillah naya pakistan atleast tum logon k corrupt pakistan se ziada behtar hai shame babi zardari nan,0,negative
5896,ke hawa ka kaam hai chalna diy ka kaam hai jalna woh apna kaam krti hai mein apna kaam kar,1,neutral
5897,ye mera desh hai jaha jaha ram mandir ki rat log roj lagat par unk adarsho ko koi nahi manta,2,positive
5898,jyda gyan na pelo aur democraci ka majak udana band kro thoda competit dete aur ye baat bolt thi,2,positive
5899,good morn friend itsnewdayhappi morn day ahead sat sri akaal manjit ji stay bles,2,positive
5900,say sabka chor bika chor mean nan,1,neutral
5901,2018 year great legalhistori book wonder see two outstand one rohit de ( @ itihaasnaama ) & kimber nan,2,positive
5902,wait mom work place untidi cant u see arey chacha wait nan,1,neutral
5903,twt jung hoseok u deserv love world univers u deserv everyth nan,2,positive
5904,bc bakchodi ki bhi seema hoti hai ek kuchh bhi kar ke  behan jaisa maan ke thappad maara ye saar bjp wale,0,negative
5905,quran parh ke aisa lagta hae 'm life wrong allah meri taubah nan,1,neutral
5906,best part summer cancel plan say bohot garmi hai yaar baad mein mil leng kabhi nan,2,positive
5907,aww love ???????? happi 32nd ?? happybirthdaysonakshisinha,2,positive
5908,54 inn chutiya ko kis ne bola ke pakistan tamat nahi hote ?? mujh nhi p,0,negative
5909,ustaz1 xee allah sarki ama u still feel presenc ramadan live day like everi day ramadan nan,2,positive
5910,bc ais tweet kara kar toh offenc likh diya kar kuch log joke bhi serious dhoond lete hai ?? nan,1,neutral
5911,al ò barikad lan ki te dwe soti en decembr lan ki poko janm soti nan,2,positive
5912,andbhakat ab eska detail nikalo wrong rumor failaw abus kro aur deshdrohi ka tag 2 ... nan,0,negative
5913,kya iss jit se hindustan ke futur par koi asar padn wala nahi mujh nahi lagta kyu ki jab koi admi nation,1,neutral
5914,congratul hon p aapko jeet ki bhut badhai ho congress vale aa,2,positive
5915,obianuju chudia yes nan,1,neutral
5916,hamar desh mein kuch ghatna hoti hai tabhi usk baad sarkar kyo sajag hoti hai kejriw,1,neutral
5917,world cup bhi modi hi jitega ??,2,positive
5918,ration card wale ko ne 4 ghant parti se latiya kar nikal diya phir bhi bhakt aaj bhi nanng,0,negative
5919,last chanc ! ! ! ! get random tee incred price £4/5/ $ 6,1,neutral
5920,narendra damodar modi ji best vadnagar ke kamalka banshiwala shubh ho apka e jatra nan,2,positive
5921,pakistan se bada pakistan toh bharat hai uska kya gandhi nehru ne jo beez boya wo bahut bada ped ban chuka dekh,2,positive
5922,agar bjp walay dalal bolti h rahul gandhi congress presid bne rhe taki unko fayda ho,1,neutral
5923,safia pathar ke zaman wala name ?? nan,1,neutral
5924,want back ji ???????????? hamar hindustan hume chahi jai hind ????,1,neutral
5925,bodi anymor steal peopl poor pakistan !,0,negative
5926,tf peopl still use abbrevi everi word  wt iz ur prlm  bc kitna time bachat ho harkaton se nan,0,negative
5927,smriti ji bas aps ek gujari hai ki ap amethi ke chaplooson se bach ke rahiyega congratul victori nan,2,positive
5928,ye hae pakistan ki halat jb waha ke log galiy bake pakistan fauj ko,0,negative
5929,han jee randi memona ke kazaat mein kuch nahi likha hai bas aik hi cheez likhi hai yeh kuri chudwati,0,negative
5930,red rock ticket giveaway & follow enter see rock nan,1,neutral
5931,ek chota aadmi banan ke liy bade logon ki badi mehnat lagti hai proud entir redchilli fantast work nan,2,positive
5932,bhnchod sale ye bhe tere trha marengi hram zado nan,0,negative
5933,manniyay pm & bihar cm bjp rastriyay adhyakch amit sah aur sabhi desh washiyo ko india ki jeet ki hardin hardik su,2,positive
5934,aap ko badhai ho dobara aan ke liy par main yeah janna chahta huan ki kewal modi g ke karyon tya,1,neutral
5935,bachoun k baap b apney baap ko dufnan nhi sakey thei isi haram doulat ki waja se nan,0,negative
5936,appko subkamnay sirji logo ne apk upar bohat vishva se vote dekar apko desh ka pradan desh ka b,2,positive
5937,congress k debat na jane se iski dukan bandh ho rhi hai iskiy ye bechara bhokhl,1,neutral
