,ROWID,TWEETS
2457,2458,abi bhai ko pir behja ha apko kch snds karna k lia pata nhe apka adress tek nhe pata mja
2458,2459,Nhi arah bhai
2459,2460,abhi tk kyu nhi aye aap salman sir??$$ dieing to tlc to u..
2460,2461,3.30 se 4.00 4.00 se 4.30 aana he ya nhi
2461,2462,Comment padh ke thak chuka hu aa ja re bhai
2462,2463,aslaam o elekum bhai iam from pakistan kia ap bajrangi bhai jan k liye pakistan ana pasand krengy
2463,2464,Hloo salu bhai..
2464,2465,bhai mere se ek baar
2465,2466,aap se itna pyar karte bhi
2466,2467,kab aarahe ho
2467,2468,Mujhe aap se ye umid nahi thi bhai
2468,2469,Salman bhai plz ek baar muje call karo 7048830072 plz plz bhai fir muje mout bhi aa jaye gi to chalega bhai
2469,2470,are sallu bhi apki ghadi slow h kya??
2470,2471,bhai jaan plzz come
2471,2472,mere pita ji bombay me rahte hai unhone ek bar aapse madad magi thi ek blood cancer k pationt ki madad ki aur aapne ki thi
2472,2473,Bhai Goli de rahe ho chotey bhai ko
2473,2474,Bhai jaan jago .4.13pm ho gyaa kaha ho
2474,2475,Sayad bhai bz Honge is liye ni aaye bhaijaan aayenge jarur ek bar bhaijaan ne commitment kardi to kardi
2475,2476,sallu mia bhul gye sab kuch yaad nhi unhe ab kuch
2476,2477,4 baj gaye hain
2477,2478,Bhai jaldi aa subi se waiting
2478,2479,Aayenge sallu bhai jorror ayenge
2479,2480,salmaan..bhaijaann..jindabad
2480,2481,Watching bajrangi bhaijaan
2481,2482,"salman bhai abi dabanng 3 ke shuts ke liye satara mai hai, so next time fans"
2482,2483,4.13 now
2483,2484,vai jan ek ber batyan e koro
2484,2485,"4 baj gaye sir .,.,.,.come plz ,.,.,.,."
2485,2486,Hii bhaii.. Aap kese ho..?? Agar aap.mera cmmnt padh rhe ho toh plz ek reply kar dena
2486,2487,bhai ne kaha hai ki wo busy hai..6 bje tak
2487,2488,Bhai me aap ke film ka intajar kar raha hu
2488,2489,Abe kha saitan ke cakkr me pade ho
2489,2490,Mujhko prr ek ehsan krna k mujhse kv shadi krne ko na kehna :)
2490,2491,Bhai aap mazak a6a kr lete hai..Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?lov u Bhai..
2491,2492,kuchh kam hoga re un ko bhi
2492,2493,yrr aao na jaldi 4:14 bhi ho gye
2493,2494,chalo sab apne apne ghar koi salman nahi aaega..!!
2494,2495,kahi aisa to nhi bhai ki aap hume direct ye news doge ki aapki shadi bhot saal pehle ho chuki he n wo apne top secret rakha hai??
2495,2496,aapka har andaz hi anokha hai janaab
2496,2497,Bhai aap apna number dijiye salman bhai
2497,2498,500comment in 5minute
2498,2499,khd ana to mumkin nhe shayid
2499,2500,Pahle 3:30 phir 4:00 and ab 15 min over bhai
2500,2501,R e bhai itni assan hoti salman khan ke sath bate kar na to hochuki o itni busy ha o thorai kisise bat karchakti ha keya??
2501,2502,kamal karte ho panday ji hume bula kr khud hi gayaab ..
2502,2503,i lv u urmy fav star koi nai ap sa proud of u i lv u
2503,2504,sir wanted ki sequel kab aa rahi sir tere naam ke baad wanted ke baad dabang ab bajrangi bhaijaan
2504,2505,Sallu bhai patiala a jao apni film ki promotion ke liye..
2505,2506,"sabse hatke sawal, aapko bajrangi bhaijaan kar k kaisa laga?"
2506,2507,Bhi kab awogi do din sa khaya nai pleace bhi aa jao
2507,2508,Madharchod salman khan randy ka ladka harami kafir
2508,2509,Ab kaha gye aap gayab
2509,2510,allah hafiz..salman
2510,2511,lol bhai kb aayoge muje lgta h server krash ho gaya bhai
2511,2512,Sir hum Aapka wait kar rahe hai please talk
2512,2513,Mujse baat karne m tumko sharam aati h sab k saamne
2513,2514,Aap reply karenge..?
2514,2515,Bhaijaan kahan ho..kat ki sath hai tum
2515,2516,abhi tak nahi aye salman bhai online?
2516,2517,Hello bhai plz rply me once plzzHello bhai plz rply me once plzzHello bhai plz rply me once plzzHello bhai plz rply me once plzz
2517,2518,ab aaenge aur..good evening bol.k good bye kr k chale jaayenge
2518,2519,Ya fir Facebook crash kr denge
2519,2520,rolo ab to 4.15 kya yr aana nhi he kya aap ko
2520,2521,kya bhai aap bhi fak rahe ho 4.14 pm ho gaye abhi tak apne koi rep nahi diya bhai aisa mat we trust you..Every time
2521,2522,Arre salman bhai kanha ho app 4 bajke 15 min ho gaya
2522,2523,Kamal krte ho pandey ji kha ho aap
2523,2524,bhai plz aa jao
2524,2525,Jaldi aaow bhai
2525,2526,salman bhai sultan film ke shuts chalu hai abhi
2526,2527,Baat kidhr hogi
2527,2528,kamaal karte ho
2528,2529,Bhai k sath baat karne ko taras raha hu yaar
2529,2530,han #nadim_shaikh ki amma aaegi..
2530,2531,Salman bhai..suna hai ap ko kamar k takleef hai..allah ap KO jald sihat yab kare..AMEEN SUMA AMEEN
2531,2532,Pls pls pls reply ones..
2532,2533,Bhai shahid ki bhi shadi ho gai aap kab kar rahe ho
2533,2534,voo pajii tusi kitee chale gaye c
2534,2535,AISA MATT KAROO
2535,2536,mene socha tha ki  aap humesa such bolte he aur bhut acche h but aap bilkul bhi essaa nhi he
2536,2537,Bhai bhuk lagi khana nahi khane jara aap ka wait kar raha
2537,2538,Salman Khan Facebook py nh hen. Unho ny apny interviw me kaha tha.
2538,2539,Sala.. Terko dusron k time ki kimat mi hai..
2539,2540,hii sallu bhai im big fan sallu bhai aapko twitter par roz mai hi massage karti ho im big fan sallu bhai reply plzz
2540,2541,Bhai plz marry
2541,2542,4 baj gye lekin meeting abhi baaki hai
2542,2543,mujhe lag rha h koi admin ham sab ko dhokha de rha h..
2543,2544,Jaldi kar bhai
2544,2545,salman bhai am ur big fan.. am from paakkiisstan.. plzz plzz plzz plzz rply me one time.. plzz waiting
2545,2546,Jaise#bajrangi k seena hmko #HANUMAN milanga.hum sbka dil ma sirf#SALMAN milanga.
2546,2547,Bht ho gya wait ab baat krni ho toh inbox kr dena
2547,2548,i luv u bhai. . .jo hate krte h plz msg na kre. . .becoz bhai ki olwys rite. . Wish u a bst lck #salman_bhai
2548,2549,I think world big.great fan of sall bhai is me..Bhai ka dost mera dost.Bhai ka dusman mera dusman.Bhai ka bro mera broBhai ka sis mera sisBhai ka wife mera..vabi :D
2549,2550,Hi gyz me salu hun roop badal k aya hun
2550,2551,Bhai aao na
2551,2552,lovee u saluu
2552,2553,Bhai. Shahid ki shaadi mein nai gaye. ? ??
2553,2554,as salam alaikom :) aur intezar nai hota plz cm fast
2554,2555,Susila maa g ko sat sat naman jo aap jaisa superstar india mai hua. ..salute susila maa. ..
2555,2556,Ok tjeek hai nhi aanahai to bta to.do sir
2556,2557,bhai bihar ya patna kb aoge pls reply
2557,2558,oye bhen ke bhaiyyo.. sallu bhai ki koi chiz fek nahi hoti.. samjhe kya
2558,2559,Ye jhut hai.
2559,2560,nirash kar diya
2560,2561,Hlw Bhaijan.Bajrangi Bhaijan ko le kar apka kya opeksha hai?Is film me aap hanuman jika vokt ho ap kay real zindegi me hanuman jiko mante ho?
2561,2562,kya hua bhAi
2562,2563,ab aa bhi jao
2563,2564,Bhai kamal k jodi hoge ap 3nun ki.
2564,2565,Bhai ko mat bolo wo buzzy hoga aajaiga
2565,2566,bas ab ek hi baat h kolkata jldi ana plz
2566,2567,hlw sir kha ho baat kro na
2567,2568,sir me aapke apartment ke bhar 7 din se morning to eve khada tha aap ko dekhne pr me dekh nhi paya
2568,2569,tu sisters aur brothers bahut pyar karte?
2569,2570,jb krna hi ni tha to bole qq
2570,2571,Aaa bhi jaa.. Aaa bhi jaa.. Bajrangi bhaijaan aa bhi jaa
2571,2572,Profile pic to change kro 2 sal ho gye hm aapke naam ki daily chang krte h
2572,2573,ho gyi party sabki .. ab aaram karo..bhai so rhe ha..
2573,2574,bhaii ab avi jao
2574,2575,bhai Mujhe Apna twitter account password de doo pls :p :p :p :p :p :p
2575,2576,Sallu 4 Baj gaye hai aja o na
2576,2577,Hum cnfused ho gaye kya aap baat karenge au hum off line hye jai.
2577,2578,bollywood prem bollywood fitness pleyar bollywood king bollywood god
2578,2579,plzz m apke rep ka w8 krri hu or krti rhugii pkkaa
2579,2580,4 : 19 ho rhe kha ho bhai
2580,2581,Salman khan kaha ho?
2581,2582,#Pandey ji kaha h app hum log kb se wait kar rahe h ap k #swagat k liye
2582,2583,Kya bhai kahi koi item toh nahi mil gayi kya
2583,2584,kamaaL karte ho sallu ji..rply to bnta h n..
2584,2585,salman khan kamine kab ata tu chor lolz
2585,2586,Shayad bhaijaan aap busy ho koi baat nahi khuda Hafiz iftaari ki tayyari karni hai Allah Hafiz bhai
2586,2587,Aaj kisiko reply nai milne wala Salman sir ne ullu bnaya
2587,2588,Salman kab aate hai kab jate hai kisi ko pta nhi chalta
2588,2589,hum to aapka swagat krne ke liye kb se aaye hue hai pr aap hi nhi aa rehe
2589,2590,Salman sir apke liye Puri life wait kar sakte h
2590,2591,plz bajrangi bhaijan ek reply plz  mai m.p. ke rewa saher ka rahne vala hu
2591,2592,madat karo khusi milega app ne bolatha but madat karene se dukhu badha jata he kay karu bhai.?? plz reply bhai
2592,2593,Bhai ..4 <= baj gaye h ?Kaha ho aap
2593,2594,saavdhan salman bhai ko bulane ka formula laaya hoon.. sirf 51 rupe do or sallu bhai se baat karo.. baba ka prasaad lo.. sirf 51 rupe
2594,2595,ye salman khan ki real id h ya sab fake h salman sir ko inna tym h ki wo aae or hum s baat kare i think its fake
2595,2596,bhai mera rply jarur krna pehle hi bta du ;-)
2596,2597,bhai mera rply jarur krna pehle hi bta du ;-) apne khud hi bola hai main sare comment padhta hu ye v pdh lia hoga apne :-D
2597,2598,Bhai ao na
2598,2599,mujha bhi karni ha baat par kaisa karu ??
2599,2600,dSir kya mujh gareeb ko aik reply melay ga plz ..?
2600,2601,ab kitta wait krwaoge
2601,2602,facku jaldi warna ??
2602,2603,Aya reply aya bhai ka
2603,2604,so gaye kya
2604,2605,kya sallu bhai baat krne ki bola lekin reply to kisi ko kr hi nhi rhe
2605,2606,Bhaijaan aap kaa ek reply mere liye bohot important hai kyuki mai aapka bhakt hu
2606,2607,Bhai aap bimar ho kya??bolti bandh kyu haii??
2607,2608,Sir plz reply us .. Hum kab se rah dekh rahe hai apki :(
2608,2609,kamal karte ho pandy ji ..kitna wait karwaoge
2609,2610,q jhoot bol raha bhai
2610,2611,4 bhj gye but aap kahan ko jnab :(
2611,2612,bhai mujhe aapki film bajrangi bhaijaan ke gaane bhaut pasand  aye
2612,2613,Main apka bohot badaa fan hoon.. we luv u bhai
2613,2614,bhaijan ke kamar pe dard hn doctero ne araam karne ko bola hn ok frendz
2614,2615,4 bj gaye par party abhi baki h..Baat to dur kisi ko rply bhi nhi kiya Salman Khan
2615,2616,Bhai kuch kaam se busy honge wo jarur aayenge
2616,2617,abhi 4wje nahi aap ke??
2617,2618,Sorry frndz salman sir thore bzy hain abi aaty hain 5 mint me.
2618,2619,jb aana hi ni tha to
2619,2620,Sir kya aap fir kashmir aavoge plz reply
2620,2621,mey Facebook par..Twitter pe nehi..aoo na..
2621,2622,O pagal ye asli salman khan thori hai  :-)
2622,2623,salman bhai kb se apka wait kr re ky huaa taik tu me iloveu salman bhai
2623,2624,Itne fan's ko nervous kar k aap so kaise sakte ho
2624,2625,Aik he q bar bar repeat karna b acha nhe lag raha
2625,2626,Ab aa bhi jao bhaijaan
2626,2627,bhai aapke answer k liy boht piche jana pdega
2627,2628,sir ji apka reply nahi dikh raha.. :(
2628,2629,Ary bhai love. Phr jb b awo gy aunga. Ap ko request byjta hun link mel gya.
2629,2630,plzz aajaao yar..itna enry roza rkhne me ktm nahi hoti..jitni apka w8 krne me ho rhi h..plzz come na..plzz..
2630,2631,Magar ap bata he nhe raha ha
2631,2632,bhai 1 reply assalamalaikum
2632,2633,Aa bhi jaa sanam â€¦â€¦â€¦ U na kr sitm â€¦â€¦â€¦â€¦ love u salmaan â€¦â€¦â€¦â€¦â€¦plzz jldi aa jaao â€¦â€¦â€¦â€¦ :*
2633,2634,Kamaal karte hoon salman ji aane ka irada hai ya nai
2634,2635,Biceps 17 inchi banane ke liye kya kare.give me some tips.
2635,2636,Yes sab jhuth hai koi salman khan humlogo se baat nhi karne wale
2636,2637,Salu  phone numbe ka sawal hai baba :P
2637,2638,ohh bhot intezar ho gya ..its 4:23sir..
2638,2639,kya yaar! aaja shaam hone aayi mausam ne li angdaai! to kiss baat ki hai Ladai..:p whre r uh?
2639,2640,Bhai jaan come plz
2640,2641,salman sir aap apna ek kisi film mein Internationl rockstar Imran khan ko Singing ka mouka dijiye
2641,2642,kaha pe chat karna bhai
2642,2643,Bhai log maine abi suna newz me salman bhai bole jitne v mri fan hn wo Nrzz na ho I'm just coming esa hi bole..
2643,2644,Plz mera dream true kardona bhaii
2644,2645,ab  himmat nai hai re baba jaldi reply krna shuru karo
2645,2646,sir main bohut gorib hu..plz muje ap ki pas bula lo..?
2646,2647,salman khan ..being human ka aslee avtaar. admin aamir ahmed.
2647,2648,aree salman sir ek baar jo committed phir wo apne aap ki bhi nahi sunte kyun sir
2648,2649,ghar pe milne aavo.time bolo
2649,2650,kaha gye bhaijaan??
2650,2651,Ap tak pakistan si snd ki hov cheez pohnch jata ha ya nhe
2651,2652,Bhai ek bar hamse bat karlo cuz hame ek achievement  mil jayega apse bat karne ka
2652,2653,w8 is ovr
2653,2654,hello #salman #khan
2654,2655,Sir kya mujh gareeb ko aik reply melay ga plz ..?
2655,2656,bhai my phone discharged ho raha hai 26% bettry bachi hai
2656,2657,Sir  aapk accont se to maajak nahi kar raha
2657,2658,bhai aai jao tame badi door gaau se aako betho hu..
2658,2659,tm aao na aao hum intzar krenge tum chaho na chaho hum had se v jyda salman ji tmse pyar krenge
2659,2660,love u bhai tumhare liye ye jaan bhi de sakta hu..Love u bhai jaan sallu bhai..
2660,2661,Kyun reply nahi karr rahe ho??
2661,2662,Bhaijaan love u Bhai.. 28th july ko mera bday h.. Ek wish kaardo bhai.. Plz bhaijaan..
2662,2663,Salman bhai apne apne page pe apna trailer ni dla youtube wala
2663,2664,i knw ni aoge sbko ullu bna diy ap aj acha khasa
2664,2665,Watch kharaab hai kya apki??  :'( :'(
2665,2666,bhai fans ka dil na todo aa jao
2666,2667,Aajao aap vai
2667,2668,Aapne apna commitment nhi nibhaya Aapka dilouge wrong hai
2668,2669,Meri bhi kr dijiye na plz..mera bhatije ko thik kr dijiye ..apko allah ka wasta..
2669,2670,Salman khan on instagram
2670,2671,add  karo ji hamre b koi  jo.add karega salman khan usi.ko.msg karega
2671,2672,Aaa jaaoo bhaii knha busy hoo ham wait kr rhe h
2672,2673,Abhe 2 mint han yaar
2673,2674,Bhai 27min 1622 second ho gye Plezz aa jaao
2674,2675,Net pack khatam ho gaya..paytm se recharge karo..
2675,2676,Fan k saath Aap majak toh nahi kar rahe hona?
2676,2677,Hii 4 bj gye h
2677,2678,Ã–nline hoya nahi
2678,2679,Newaz bhai favr8 song raat ko aunga mein comment karunga mein questions bhi puchunga mein
2679,2680,sallu bhai..ek bar cl kr do bs..plz..
2680,2681,yo sir Ji mera tuition ka tym ho gaya..plz reply
2681,2682,"4,30p.m ho gea ab to fb pe aoo."
2682,2683,Tek ha ap is.waqt bht bzi ha
2683,2684,Koi mujhe batayega ye fake news kisne dali
2684,2685,Bajrangi bhaijaan 4:30 b baj gaye Kb aaoge.. Bhai kl Mera birthday.. Kal ki party meri taraf se
2685,2686,bhai ap bhi hamare desh ke mantriyo ki tarah late aaoge kya
2686,2687,i love u sir  mujhe aap bhute acche laghte ho
2687,2688,kha chale gaye bhai..
2688,2689,Bhai ajao yaar
2689,2690,kasiy bt kary gy salu sb?
2690,2691,"Bhaijaan aap nahi aaoge toh, apke name pe high court mein case kardungi .."
2691,2692,lag rha h bhai aise ni aayenge
2692,2693,Hum aapna kaam chodkr baithe h . Aajao na.
2693,2694,How's ur back pain ryt now?? I m tensed..btao na plz salman aap to khe rhe the ki 4 pm baat kroge but aap to 1 bhi cmnt ka reply nhi diya plz is waale ka de dena plz.. a request
2694,2695,kidher hoo sirr
2695,2696,I wish Aallaahh apko hmesha kush rkhe Salamat rkhe..love u
2696,2697,Hi sallu baba
2697,2698,shyad aap busy ho tbi aap rply nhi kr rehe ho nhi to aap jrur rply krte..bt m tb tk wait krungi jb tk aap rply nhi krte..
2698,2699,Salman vai aap sadhi krlo plzz..
2699,2700,salman khan ma ap ka bohat bara fan ho
2700,2701,Sir aap itna hi kah diye to kafi hai ..:-)
2701,2702,I mean I am thinking dat ki prdp tak yaha hi rul jaau ok?? So plz 1 reply for plzz?? I am ur die hard fan bhai plzz
2702,2703,Chutiya bna rahey ho kya bhai..:p boley to lucky draw nikal k baat karogey kya!
2703,2704,are bhai..kese kare bat ye toh batao koi..
2704,2705,Assalam walaikum bhaijaan kaha ho aap
2705,2706,Roza ka time bhi hora
2706,2707,4 Baj gaye lekin party abhi baki he
2707,2708,Bahot ho chuki hain teri dillagi  chale bhi aao abb shyam dhalne lagi.. :-)
2708,2709,"bhai,tu kaha hain"
2709,2710,OMG salman bhai.. Assalam o alaikum :)
2710,2711,Sar modlig to nahi ki maine par ek din ballywood ka sitar zarur banuga
2711,2712,4 baj gaye but rply abhi baaki hai
2712,2713,bhai bhopal kab aa rahe ho
2713,2714,Plss avi jao ne sallu
2714,2715,tu hai k nhii..tu hai k nhii  <3
2715,2716,Mene bataya na ap logo ko ke aj bhaijaaN bat nai kar sakte kamar pe dard hn docter ne araam ka kaha hn ok frendz
2716,2717,ye kya baat hoti h ?
2717,2718,bhai aa jao nahi to katrina ko bol dunga;-) ;-) ;-) ;-) ;-)
2718,2719,Jawab kyun nahi aaya
2719,2720,Sir plz come 4pm baj gae
2720,2721,"Bhai accident dubara toh ni kr dya,jo ab tk ni aaye,aa b jao sir"
2721,2722,bhai allah hafiz namaz ka waqt hone waala hai hum ja rahe hai.. par bhai aapse ek choti si reqwest hai aap agar chat karne aao to pls mujhe na bhul jaana..
2722,2723,bhai busy hai?
2723,2724,Salman bhai apne kuch  bola tha shayad
2724,2725,Tum jaan bhaijan ho ya gayab??
2725,2726,Salman bhai yr aap bhoot mast ho.. ?
2726,2727,aa jao.. rplyy mee plzz
2727,2728,ek reply  bhai plzz
2728,2729,Kitna wait kervaoga
2729,2730,Plz bhai aa jao
2730,2731,kha ho yrr. 4:36 bhi ho gye .. nxt year 4bje aaoge kya
2731,2732,4 baj gaye lekin reply abhi baaki hai
2732,2733,Bhai ..wait kar rahe h hum sab..time btaoo yaar
2733,2734,bhaijaan thagaye hoghaey itne saare comments dekkar bhaijaan abhi online mein hai
2734,2735,waah todi or request krke dekho tb bhi nhi dekhai dege salman bhai
2735,2736,bhai jan balkum salam ma shimla sa ho to numsta salman bhai
2736,2737,"#Sallu_bhai mere ko prsnly msg kr do ek baar.. Bhai #kuchh_khas hai aap ke lye,  whatsapp 8083503086"
2737,2738,1hr se ziyada hogaya bhai ki khabr nai hai
2738,2739,Hlo salman sir mai aur mere mammi papa apke bhut bde fan h
2739,2740,pata nhe ap kb takh karata ha ya intizar
2740,2741,"Kha ho bhai ,  sb ke bhai"
2741,2742,Kabi nahe deka relpy wait mat karo
2742,2743,Hii bhai kahan ho aap ..
2743,2744,"I think SALMAN SIR is taking a nap.. jago salman bhai jago, aapka fans kab se wait kar raha hain..!"
2744,2745,wait kar raha hu
2745,2746,next time bhai ke commitment ka wait karta hu. sayad aaj kuch jada bz hn juma h na. Love you bhaijan. khuda hafiz
2746,2747,"Han masjid main, ajana tum sab bhi.."
2747,2748,plz javab degey na
2748,2749,bye bye bye
2749,2750,Khi BAJRANGI BHAIJAAN KIDNAPDED toh nhi gye! Ab toh12july ko hi pta chalega.
2750,2751,Bhai jaan 4.30 pm ho gaiya hai ab to online avo kitna wait karvoga
2751,2752,Ohh myy salluu
2752,2753,Bahi mai karanataka se hun apko dekne k lia bahut bhar aa chuka hun mumbai pe lekin uss time ku aap nahi mile 11 sal se mumbai ara hun aj tak nahi deka plz reply bhai plz apse request hai
2753,2754,Hi.kabhi kabhi apne fanse bhi mil lia kijie.kuch surprised to dena chahie..
2754,2755,bhai we are waiting 5 bajne wala hai
2755,2756,ek fake salman n cmnt kiya mujhe laga ap ho bhai
2756,2757,hlw salman bhai
2757,2758,Sub ka bhai salman bhai
2758,2759,Salman Bhai app ko chada ni raha hu ksm as app ka naam hi Kafi hai
2759,2760,"hey salman bhai , agar aap actor na hote to kya hote?"
2760,2761,Tweet pe hi bta diye
2761,2762,bhai sab ko rply krna bhai plZzz sb ap ko pyr krte h sb ke sb
2762,2763,yee bhai aa gaye
2763,2764,kya kyu sb ko pareshan kar rhe ho sb aap ke pichh le 1 gante se with kar rhe he
2764,2765,Sub ko farig kro or mujh say baat krna plzz
2765,2766,Sir uttrakhand se hai ! Yaha ke fans ko apka intezaar karna padta hai ! Plz come once to nanital !
2766,2767,Bahut log hai jo aapse baat karna chahte hai..plzz dn't brk thr hearts sir plzz
2767,2768,Bhai woh kya matter hai Jo ye log bol rahe sb
2768,2769,aap ki mujhey ek hebbit bohot acchi lagti h dusro ki madat karna ..like you
2769,2770,hello chulbul ji..aye jaldi sbhi intazar kar kr rhe h apka
2770,2771,Jhut bol diye. Itne jhutte ho to tumhare fan tum par trust kya karenge yrr. Ye Sonakshi sinha nahi hai jo such bolenge
2771,2772,"Bajrangbali ki vakt , kavi jhuut bolti nahi , toh aap kaise bola ?"
2772,2773,dekh lena bhaiyya ki film super hit hogi
2773,2774,hell0 salman khan..kesy h ap..??
2774,2775,Bhai aa gaye hai jai jai bajrangbali
2775,2776,Bhai 4 baj gaye hain
2776,2777,Kahan ho aap bhai
2777,2778,Chal jhuta..answer ek qustion ka b nhi diya
2778,2779,bhai mujhe apna whats app no. do na roj krenge..
2779,2780,I knw apko muskil ho raha hoga sabko reply dene mai
2780,2781,Sir bajrangi bhai jaan may Ali quli mirza aur Najeem khan hai
