,Unnamed: 0,ROWID,TWEETS,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
2529,2529,2530,han #nadim_shaikh ki amma aaegi..,हन् # नदिम्_शैख् कि अम्म आएगि॥,0,neutral
2530,2530,2531,Salman bhai..suna hai ap ko kamar k takleef hai..allah ap KO jald sihat yab kare..AMEEN SUMA AMEEN,salman bhaisun hai apa kam takleef,0,neutral
2531,2531,2532,Pls pls pls reply ones..,pus pus pus reply ones..,0,neutral
2532,2532,2533,Bhai shahid ki bhi shadi ho gai aap kab kar rahe ho,"you are a martyr, you are a martyr",0,neutral
2533,2533,2534,voo pajii tusi kitee chale gaye c,wo pazi tusi kitae gone kitae,0,neutral
2534,2534,2535,AISA MATT KAROO,do this,0,neutral
2535,2535,2536,mene socha tha ki  aap humesa such bolte he aur bhut acche h but aap bilkul bhi essaa nhi he,i thought you were talking nonsense and you weren&#39;t really that.,-2,negative
2536,2536,2537,Bhai bhuk lagi khana nahi khane jara aap ka wait kar raha,don&#39;t go hungry if you have to,0,neutral
2537,2537,2538,Salman Khan Facebook py nh hen. Unho ny apny interviw me kaha tha.,salman khan f eboq pyh hen. he was called in the new world.,0,neutral
2538,2538,2539,Sala.. Terko dusron k time ki kimat mi hai..,sal 4 terko is the owner of the world.,0,neutral
2539,2539,2540,hii sallu bhai im big fan sallu bhai aapko twitter par roz mai hi massage karti ho im big fan sallu bhai reply plzz,hi everyone do you have any suggestions on how to look or get an appointment for hair extensions?,0,neutral
2540,2540,2541,Bhai plz marry,that ply marry,0,neutral
2541,2541,2542,4 baj gye lekin meeting abhi baaki hai,४ badge but meiting is left,0,neutral
2542,2542,2543,mujhe lag rha h koi admin ham sab ko dhokha de rha h..,i think someone is cheating on us.,0,neutral
2543,2543,2544,Jaldi kar bhai,hurry up,0,neutral
2544,2544,2545,salman bhai am ur big fan.. am from paakkiisstan.. plzz plzz plzz plzz rply me one time.. plzz waiting,salmon that am or big fan.. am from paakkiisstan.. plan plan plan plan reply me one time.. plan waiting,1,positive
2545,2545,2546,Jaise#bajrangi k seena hmko #HANUMAN milanga.hum sbka dil ma sirf#SALMAN milanga.,like #bajrangi xen hmko #hanuman milang. humsbk dilm just #salman milang.,2,positive
2546,2546,2547,Bht ho gya wait ab baat krni ho toh inbox kr dena,oh god,1,positive
2547,2547,2548,i luv u bhai. . .jo hate krte h plz msg na kre. . .becoz bhai ki olwys rite. . Wish u a bst lck #salman_bhai,i love you. . please do whatever you want. . be c oz bhai ki olvys rite. . vishwa a bstlck # salman_bhai,1.666666667,positive
2548,2548,2549,I think world big.great fan of sall bhai is me..Bhai ka dost mera dost.Bhai ka dusman mera dusman.Bhai ka bro mera broBhai ka sis mera sisBhai ka wife mera..vabi :D,e thinkworld big.,1,positive
2549,2549,2550,Hi gyz me salu hun roop badal k aya hun,these are just some of the goal setting shareware that you can use,0,neutral
2550,2550,2551,Bhai aao na,come on,0,neutral
2551,2551,2552,lovee u saluu,lowe u salu,0,neutral
2552,2552,2553,Bhai. Shahid ki shaadi mein nai gaye. ? ??,yes. the martyrs went to the wedding. ? ??,1,positive
2553,2553,2554,as salam alaikom :) aur intezar nai hota plz cm fast,assalam alaikom :) and the waiter would be plzcm fast,0,neutral
2554,2554,2555,Susila maa g ko sat sat naman jo aap jaisa superstar india mai hua. ..salute susila maa. ..,"satsilaman of susil ma g, who happened to be a superstar in india. in salute susil. ॥",0,neutral
2555,2555,2556,Ok tjeek hai nhi aanahai to bta to.do sir,"oktjek is there if it is there, but only two times.",0,neutral
2556,2556,2557,bhai bihar ya patna kb aoge pls reply,bhai biharya patna kab aoge plus reply,0,neutral
2557,2557,2558,oye bhen ke bhaiyyo.. sallu bhai ki koi chiz fek nahi hoti.. samjhe kya,hey whats up i wish there was nothing to throw away. remember what,1,positive
2558,2558,2559,Ye jhut hai.,this is false.,0,neutral
2559,2559,2560,nirash kar diya,annihilated,0,neutral
2560,2560,2561,Hlw Bhaijan.Bajrangi Bhaijan ko le kar apka kya opeksha hai?Is film me aap hanuman jika vokt ho ap kay real zindegi me hanuman jiko mante ho?,"what is your opinion about bajrangi bhajan? in this film, you are talking about hanuman, in your real life, what is hanuman&#39;s mantra?",0,neutral
2561,2561,2562,kya hua bhAi,what happened brother,0,neutral
2562,2562,2563,ab aa bhi jao,go live,0,neutral
2563,2563,2564,Bhai kamal k jodi hoge ap 3nun ki.,bhai kamal&#39;s additions will be 3 times.,0,neutral
2564,2564,2565,Bhai ko mat bolo wo buzzy hoga aajaiga,say hello to brother,0,neutral
2565,2565,2566,bas ab ek hi baat h kolkata jldi ana plz,it&#39;s just a matter of time,1,positive
2566,2566,2567,hlw sir kha ho baat kro na,never say hello,0,neutral
2567,2567,2568,sir me aapke apartment ke bhar 7 din se morning to eve khada tha aap ko dekhne pr me dekh nhi paya,"if you haven&#39;t seen your apartment for 7 days in the morning, you&#39;ll love to see it.",3,positive
2568,2568,2569,tu sisters aur brothers bahut pyar karte?,do you love sisters and brothers very much?,3,positive
2569,2569,2570,jb krna hi ni tha to bole qq,when i said that i said,0,neutral
2570,2570,2571,Aaa bhi jaa.. Aaa bhi jaa.. Bajrangi bhaijaan aa bhi jaa,come on come on bajrangi bhaijan aa vi ja,0,neutral
2571,2571,2572,Profile pic to change kro 2 sal ho gye hm aapke naam ki daily chang krte h,"the profile will be changed to 2 weeks, we will be able to make your name.",0,neutral
2572,2572,2573,ho gyi party sabki .. ab aaram karo..bhai so rhe ha..,"yes, that&#39;s right. now start sleeping.",1,positive
2573,2573,2574,bhaii ab avi jao,go now,0,neutral
2574,2574,2575,bhai Mujhe Apna twitter account password de doo pls :p :p :p :p :p :p,please give me your favorite photo,1.5,positive
2575,2575,2576,Sallu 4 Baj gaye hai aja o na,sallu 8 buzz has gone away,0,neutral
2576,2576,2577,Hum cnfused ho gaye kya aap baat karenge au hum off line hye jai.,we are confused as to what we will talk about and we will take it off.,-2,negative
2577,2577,2578,bollywood prem bollywood fitness pleyar bollywood king bollywood god,bollywood prem bollywood fitness player bollywood king bollywood god,1,positive
2578,2578,2579,plzz m apke rep ka w8 krri hu or krti rhugii pkkaa,plzmm apke repk v8 kri hu or krti rhugi pkka,0,neutral
2579,2579,2580,4 : 19 ho rhe kha ho bhai,"4:19 yes, yes",1,positive
2580,2580,2581,Salman khan kaha ho?,where are you salman khan?,0,neutral
2581,2581,2582,#Pandey ji kaha h app hum log kb se wait kar rahe h ap k #swagat k liye,#pandeyyya who is saying that you are doing love with people,3,positive
2582,2582,2583,Kya bhai kahi koi item toh nahi mil gayi kya,kya bhai kahi koi koi item tahi nahi,0,neutral
2583,2583,2584,kamaaL karte ho sallu ji..rply to bnta h n..,kamal karte ho sallu ji rply to bnt hn.,0,neutral
2584,2584,2585,salman khan kamine kab ata tu chor lolz,salman khan kamine kat at tu chor lolz,0,neutral
2585,2585,2586,Shayad bhaijaan aap busy ho koi baat nahi khuda Hafiz iftaari ki tayyari karni hai Allah Hafiz bhai,shayd bhaijan aap busy ho koi baat nahi khud hafiz iftari ki tayyari karni hai allah hafiz bhai,0,neutral
2586,2586,2587,Aaj kisiko reply nai milne wala Salman sir ne ullu bnaya,the only salmon that can be found today is salmon sir&#39;s owl,0,neutral
2587,2587,2588,Salman kab aate hai kab jate hai kisi ko pta nhi chalta,"salmon gets constipated, who suffers from pain",-2,negative
2588,2588,2589,hum to aapka swagat krne ke liye kb se aaye hue hai pr aap hi nhi aa rehe,i have come from where i am to welcome myself,2,positive
2589,2589,2590,Salman sir apke liye Puri life wait kar sakte h,salman can only give you a personal life.,0,neutral
2590,2590,2591,plz bajrangi bhaijan ek reply plz  mai m.p. ke rewa saher ka rahne vala hu,plz bjrangi bhajan acreply plz me mp. am i able to endure the rev?,0,neutral
2591,2591,2592,madat karo khusi milega app ne bolatha but madat karene se dukhu badha jata he kay karu bhai.?? plz reply bhai,"help me, i will be happy. what can i do to help you? please reply",2,positive
2592,2592,2593,Bhai ..4 <= baj gaye h ?Kaha ho aap,bhai ॥४ &lt;= baj gaye h? kaha ho aap,0,neutral
2593,2593,2594,saavdhan salman bhai ko bulane ka formula laaya hoon.. sirf 51 rupe do or sallu bhai se baat karo.. baba ka prasaad lo.. sirf 51 rupe,let there be a formula for calling the righteous. talk to you soon and keep up the good content. बब क प्रसाद्लो॥ only 51 rupees,3,positive
2594,2594,2595,ye salman khan ki real id h ya sab fake h salman sir ko inna tym h ki wo aae or hum s baat kare i think its fake,ye salmon khan i real id h a say face h salmon sir to anna tm h i wo are or hum s beat are i think its face,0,neutral
2595,2595,2596,bhai mera rply jarur krna pehle hi bta du ;-),i&#39;m sorry to hear that ;-),-1,negative
2596,2596,2597,bhai mera rply jarur krna pehle hi bta du ;-) apne khud hi bola hai main sare comment padhta hu ye v pdh lia hoga apne :-D,"bhai mera ppli necessary who known before ;-) i have spoken myself, i am in a cogent mode.",0,neutral
2597,2597,2598,Bhai ao na,brother come,0,neutral
2598,2598,2599,mujha bhi karni ha baat par kaisa karu ??,how can i talk to anyone?,0,neutral
2599,2599,2600,dSir kya mujh gareeb ko aik reply melay ga plz ..?,why do i have to have a single application please?,1,positive
2600,2600,2601,ab kitta wait krwaoge,ab kitty wait krwaoge,0,neutral
2601,2601,2602,facku jaldi warna ??,fk ku jaldi vern ??,0,neutral
2602,2602,2603,Aya reply aya bhai ka,ay replai ay bhai,0,neutral
2603,2603,2604,so gaye kya,are you asleep,0,neutral
2604,2604,2605,kya sallu bhai baat krne ki bola lekin reply to kisi ko kr hi nhi rhe,talk to you soon and keep up the good content.,3,positive
2605,2605,2606,Bhaijaan aap kaa ek reply mere liye bohot important hai kyuki mai aapka bhakt hu,your answer is very important to me because i am your devotee.,2,positive
2606,2606,2607,Bhai aap bimar ho kya??bolti bandh kyu haii??,are you bored ?? why are you talking ??,-2,negative
2607,2607,2608,Sir plz reply us .. Hum kab se rah dekh rahe hai apki :(,only please replace us we are looking at living with our power :(,1,positive
2608,2608,2609,kamal karte ho pandy ji ..kitna wait karwaoge,kamal karte ho pandya ji kitna vait karvaoge,0,neutral
2609,2609,2610,q jhoot bol raha bhai,qzhoot is speaking,0,neutral
2610,2610,2611,4 bhj gye but aap kahan ko jnab :(,4 भज्ग्ये बुत् आप कहन् को ज्नब :(,0,neutral
2611,2611,2612,bhai mujhe aapki film bajrangi bhaijaan ke gaane bhaut pasand  aye,i really like the songs of your film bajrangi bhaijan,2,positive
2612,2612,2613,Main apka bohot badaa fan hoon.. we luv u bhai,may i have a lot of fun. they are lustful,4,positive
2613,2613,2614,bhaijan ke kamar pe dard hn doctero ne araam karne ko bola hn ok frendz,bhajjan ki karme dard hain do c tero speak aram karne hai ok frendz,0,neutral
2614,2614,2615,4 bj gaye par party abhi baki h..Baat to dur kisi ko rply bhi nhi kiya Salman Khan,४ braj gaye prati abhi habbat habat ki dal kisni ki pahli bhi nahi salman khan,0,neutral
2615,2615,2616,Bhai kuch kaam se busy honge wo jarur aayenge,they will come to know about the evil deeds,-3,negative
2616,2616,2617,abhi 4wje nahi aap ke??,not 4 o&#39;clock yet ??,0,neutral
2617,2617,2618,Sorry frndz salman sir thore bzy hain abi aaty hain 5 mint me.,sorry frendz salman sir thore bzhyan abi atya hai 5 minutes.,-1,negative
2618,2618,2619,jb aana hi ni tha to,jn h,0,neutral
2619,2619,2620,Sir kya aap fir kashmir aavoge plz reply,"sir, you will come to kashmir again, please reply",1,positive
2620,2620,2621,mey Facebook par..Twitter pe nehi..aoo na..,mayfc ebooq paternettor pe nehioao no॥,0,neutral
2621,2621,2622,O pagal ye asli salman khan thori hai  :-),o pagal yeh asli salman khan thori hai :-),0,neutral
2622,2622,2623,salman bhai kb se apka wait kr re ky huaa taik tu me iloveu salman bhai,i don&#39;t know what to do with my life.,0,neutral
2623,2623,2624,Itne fan's ko nervous kar k aap so kaise sakte ho,how can you be so nervous?,-2,negative
2624,2624,2625,Aik he q bar bar repeat karna b acha nhe lag raha,don&#39;t be afraid to repeat the same thing over and over again,-2,negative
2625,2625,2626,Ab aa bhi jao bhaijaan,aa bhi jao jao bhaijaan,0,neutral
2626,2626,2627,bhai aapke answer k liy boht piche jana pdega,"if you have any questions, please feel free to contact me",1,positive
2627,2627,2628,sir ji apka reply nahi dikh raha.. :(,only your application is not visible. :(,0,neutral
2628,2628,2629,Ary bhai love. Phr jb b awo gy aunga. Ap ko request byjta hun link mel gya.,aryabhai lowe. frzbb avo gyng. your requests have been linked.,0,neutral
2629,2629,2630,plzz aajaao yar..itna enry roza rkhne me ktm nahi hoti..jitni apka w8 krne me ho rhi h..plzz come na..plzz..,plz come a yr yiten enriya ain&#39;t every day i don&#39;t know what you want to do,1,positive
2630,2630,2631,Magar ap bata he nhe raha ha,magh apt is staying there,0,neutral
2631,2631,2632,bhai 1 reply assalamalaikum,bhai 1 reply assalamalaikum,0,neutral
2632,2632,2633,Aa bhi jaa sanam â€¦â€¦â€¦ U na kr sitm â€¦â€¦â€¦â€¦ love u salmaan â€¦â€¦â€¦â€¦â€¦plzz jldi aa jaao â€¦â€¦â€¦â€¦ :*,भि भि â € ¦â ¦ ¦ न न न क्र क्र वे वे वे go * € ¦â € ¦â *: *,0,neutral
2633,2633,2634,Kamaal karte hoon salman ji aane ka irada hai ya nai,kamal karte hoon salman ji ki irad hai ya hai,0,neutral
2634,2634,2635,Biceps 17 inchi banane ke liye kya kare.give me some tips.,what should be done to become a b apps 18 inch.,0,neutral
2635,2635,2636,Yes sab jhuth hai koi salman khan humlogo se baat nhi karne wale,"yes, that&#39;s right you can now become known as a lord of the rings.",1,positive
2636,2636,2637,Salu  phone numbe ka sawal hai baba :P,salu phone numbe ki sval hai bub: p,0,neutral
2637,2637,2638,ohh bhot intezar ho gya ..its 4:23sir..,ohh bhott intezar ho gyi 8: 23 sir 4,0,neutral
2638,2638,2639,kya yaar! aaja shaam hone aayi mausam ne li angdaai! to kiss baat ki hai Ladai..:p whre r uh?,what! mousam came to be in the evening today. so what is the matter? 4: pwrhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh.,1,positive
2639,2639,2640,Bhai jaan come plz,please know,1,positive
2640,2640,2641,salman sir aap apna ek kisi film mein Internationl rockstar Imran khan ko Singing ka mouka dijiye,give salman khan a singing mook in his film maine international.,0,neutral
2641,2641,2642,kaha pe chat karna bhai,i have to chat,0,neutral
2642,2642,2643,Bhai log maine abi suna newz me salman bhai bole jitne v mri fan hn wo Nrzz na ho I'm just coming esa hi bole..,"well, people, now i hear salman talking in the news, he is the winner, and he is the one who is not afraid, he is the only one who speaks.",1,positive
2643,2643,2644,Plz mera dream true kardona bhaii,plzmer dreamtrue kardon bhai,0,neutral
2644,2644,2645,ab  himmat nai hai re baba jaldi reply krna shuru karo,it&#39;s time to dump her and move on,-1,negative
2645,2645,2646,sir main bohut gorib hu..plz muje ap ki pas bula lo..?,only man bohut gorib hooplez mujhe app pasu bul lo लो?,0,neutral
2646,2646,2647,salman khan ..being human ka aslee avtaar. admin aamir ahmed.,salman khan abbeing humane ashley avatar. admin aamir ahmad.,0,neutral
2647,2647,2648,aree salman sir ek baar jo committed phir wo apne aap ki bhi nahi sunte kyun sir,hey salmon sir ekbar jo c ommitted phirvo apne apki bhi nahi sunte kun sir,0,neutral
2648,2648,2649,ghar pe milne aavo.time bolo,come home. talk to you,0,neutral
2649,2649,2650,kaha gye bhaijaan??,where did you say bhaijaan ??,0,neutral
2650,2650,2651,Ap tak pakistan si snd ki hov cheez pohnch jata ha ya nhe,your confirmation is self-respecting or not.,0,neutral
2651,2651,2652,Bhai ek bar hamse bat karlo cuz hame ek achievement  mil jayega apse bat karne ka,"if you have any questions, please feel free to contact us.",1,positive
2652,2652,2653,w8 is ovr,we is or,0,neutral
2653,2653,2654,hello #salman #khan,hello #salmon #khan,0,neutral
2654,2654,2655,Sir kya mujh gareeb ko aik reply melay ga plz ..?,just why do i have to have a single application please?,1,positive
2655,2655,2656,bhai my phone discharged ho raha hai 26% bettry bachi hai,"brother, i am being discharged 24% left unsaid.",0,neutral
2656,2656,2657,Sir  aapk accont se to maajak nahi kar raha,only you do not want to own a c onc,1,positive
2657,2657,2658,bhai aai jao tame badi door gaau se aako betho hu..,"come on, come on, you badass.",-3,negative
2658,2658,2659,tm aao na aao hum intzar krenge tum chaho na chaho hum had se v jyda salman ji tmse pyar krenge,t ao na aao hum enter krenge tumhho na chaho hum hadh se vyad salman ji tmsay pyre krenge,0,neutral
2659,2659,2660,love u bhai tumhare liye ye jaan bhi de sakta hu..Love u bhai jaan sallu bhai..,i can give you this life for you. i will give it to you.,0,neutral
2660,2660,2661,Kyun reply nahi karr rahe ho??,why are you not applying?,0,neutral
2661,2661,2662,Bhaijaan love u Bhai.. 28th july ko mera bday h.. Ek wish kaardo bhai.. Plz bhaijaan..,bhaijan love u bhai. 28 th julya ko mer bdayh. it&#39;s amazing. plz bhaijan,3.5,positive
2662,2662,2663,Salman bhai apne apne page pe apna trailer ni dla youtube wala,salman bhai his own paige pe his tralare ni dl youtube vall,0,neutral
2663,2663,2664,i knw ni aoge sbko ullu bna diy ap aj acha khasa,e knvni aoge sbko owl bun diy up ajch khas,0,neutral
2664,2664,2665,Watch kharaab hai kya apki??  :'( :'(,why is your dream ?? : &#39;(:&#39; (,1,positive
2665,2665,2666,bhai fans ka dil na todo aa jao,bhai fanski delhi neither come,0,neutral
2666,2666,2667,Aajao aap vai,even today,0,neutral
2667,2667,2668,Aapne apna commitment nhi nibhaya Aapka dilouge wrong hai,you have cared for your interest,1,positive
2668,2668,2669,Meri bhi kr dijiye na plz..mera bhatije ko thik kr dijiye ..apko allah ka wasta..,please do not send any plummer to my sister.,1,positive
