,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
2475,sallu mia forgot all about him,-0.296,negative
2476,it&#39;s 4 o&#39;clock,0,neutral
2477,"come on in, take a look",0,neutral
2478,ayange sallu bhai jorror ayange,0,neutral
2479,सल्मान्॥भैजान्न्॥जिन्दबद्,0,neutral
2480,watching bajrangi bhaijan,0,neutral
2481,salman bhai is in the seventh position for the purity of abi dabangg3,0,neutral
2482,4.13 now,0,neutral
2483,we are born but a corso,0,neutral
2484,"४ bajje sirs.,.,.,. c ome plz,.,.,.,.",0.0772,positive
2485,"that&#39;s it. how are you if you are in the middle of nowhere, please reply.",-0.2411,negative
2486,the brother has said that he is a buster.,0,neutral
2487,i am waiting for your film,0,neutral
2488,abe b saitain&#39;s c,0,neutral
2489,don&#39;t ask me to do any of these things :),0.4588,positive
2490,भै आप् मज़क् अ ६ अ क्र् लेते है॥ â¡ â â¡ â¡? â¡ â «â¡? â¡ â« â¡? â¡ â «? लोव् उ भै॥,0,neutral
2491,some will also be there,0,neutral
2492,come soon or soon it will be 4:15,0,neutral
2493,let&#39;s all come to our own house without any salmon !!,0,neutral
2494,"say that you don&#39;t know that you will notice that your wedding is already over, or is it catering to you?",0,neutral
2495,your heart is unique,0.6369,positive
2496,please give me your number,0.3818,positive
2497,500comment in minute,0,neutral
2498,kd an to mukkin na shayid,0,neutral
2499,"first at 3:30, then at 4:00, and then at 15 minutes",0,neutral
2500,what&#39;s so significant about a goat&#39;s head? ”,0.2716,positive
2501,kamal karte ho panday ji hume bul kr khud hi gayab.,0,neutral
2502,"i love you, i love you, i love you, i love you, i love you.",0.9719,positive
2503,sir vanted&#39;s sequel occupied,0,neutral
2504,sallu bhai patiyal a jao apni film ki promotion ke.,0,neutral
2505,how do you do all this cool stuff?,0.3869,positive
2506,"come on in, take a look and enjoy yourself!",0.5411,positive
2507,madharchod salman khan rndya&#39;s ladakh harmon kafir,0,neutral
2508,now you have gone,0,neutral
2509,allah hafizsalman,0,neutral
2510,the lobhai kb commission has crashed my server,0,neutral
2511,only you are waiting for your place to talk,0,neutral
2512,shame on you for talking to me,-0.4767,negative
2513,will you reply?,0,neutral
2514,where can i say that you are the truth,0.3182,positive
2515,can&#39;t find the right salmon yet?,0,neutral
2516,"hello, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please",0.9971,positive
2517,ab aange and gowod aveng bol.,0,neutral
2518,only then will e-mail e-mail,0,neutral
2519,rollo abto 4.15 why aren&#39;t you here?,0,neutral
2520,"why are you cheating? 4.14 you haven&#39;t given any reps yet, so you are right.",-0.5574,negative
2521,arre salman bhai kanh ho app 4 o&#39;clock 15 minutes,0,neutral
2522,kamalkrte ho pandeyji kh ho aap,0,neutral
2523,please go live,0.3182,positive
2524,come soon,0,neutral
2525,salman bhai sultan is the shu chalu of the film,0,neutral
2526,will be the child,0,neutral
2527,you are amazing,0.5859,positive
2528,i want to talk to you,0.0772,positive
2529,हन् # नदिम्_शैख् कि अम्म आएगि॥,0,neutral
2530,salman bhaisun hai apa kam takleef,0,neutral
2531,pus pus pus reply ones..,0,neutral
2532,"you are a martyr, you are a martyr",0,neutral
2533,wo pazi tusi kitae gone kitae,0,neutral
2534,do this,0,neutral
2535,i thought you were talking nonsense and you weren&#39;t really that.,-0.4019,negative
2536,don&#39;t go hungry if you have to,0,neutral
2537,salman khan f eboq pyh hen. he was called in the new world.,0,neutral
2538,sal 4 terko is the owner of the world.,0,neutral
2539,hi everyone do you have any suggestions on how to look or get an appointment for hair extensions?,0,neutral
2540,that ply marry,0,neutral
2541,४ badge but meiting is left,0,neutral
2542,i think someone is cheating on us.,-0.5574,negative
2543,hurry up,0,neutral
2544,salmon that am or big fan.. am from paakkiisstan.. plan plan plan plan reply me one time.. plan waiting,0.3182,positive
2545,like #bajrangi xen hmko #hanuman milang. humsbk dilm just #salman milang.,0.3612,positive
2546,oh god,0.2732,positive
2547,i love you. . please do whatever you want. . be c oz bhai ki olvys rite. . vishwa a bstlck # salman_bhai,0.7783,positive
2548,e thinkworld big.,0,neutral
2549,these are just some of the goal setting shareware that you can use,0,neutral
2550,come on,0,neutral
2551,lowe u salu,0.128,positive
2552,yes. the martyrs went to the wedding. ? ??,0.5007,positive
2553,assalam alaikom :) and the waiter would be plzcm fast,0.4588,positive
2554,"satsilaman of susil ma g, who happened to be a superstar in india. in salute susil. ॥",0,neutral
2555,"oktjek is there if it is there, but only two times.",0,neutral
2556,bhai biharya patna kab aoge plus reply,0,neutral
2557,hey whats up i wish there was nothing to throw away. remember what,0.4019,positive
2558,this is false.,0,neutral
2559,annihilated,0,neutral
2560,"what is your opinion about bajrangi bhajan? in this film, you are talking about hanuman, in your real life, what is hanuman&#39;s mantra?",0,neutral
2561,what happened brother,0,neutral
2562,go live,0,neutral
2563,bhai kamal&#39;s additions will be 3 times.,0,neutral
2564,say hello to brother,0,neutral
2565,it&#39;s just a matter of time,0.0258,positive
2566,never say hello,0,neutral
2567,"if you haven&#39;t seen your apartment for 7 days in the morning, you&#39;ll love to see it.",0.6369,positive
2568,do you love sisters and brothers very much?,0.6369,positive
2569,when i said that i said,0,neutral
2570,come on come on bajrangi bhaijan aa vi ja,0,neutral
2571,"the profile will be changed to 2 weeks, we will be able to make your name.",0,neutral
2572,"yes, that&#39;s right. now start sleeping.",0.4019,positive
2573,go now,0,neutral
2574,please give me your favorite photo,0.6486,positive
2575,sallu 8 buzz has gone away,0,neutral
2576,we are confused as to what we will talk about and we will take it off.,-0.3182,negative
2577,bollywood prem bollywood fitness player bollywood king bollywood god,0.4939,positive
2578,plzmm apke repk v8 kri hu or krti rhugi pkka,0,neutral
2579,"4:19 yes, yes",0.6597,positive
2580,where are you salman khan?,0,neutral
2581,#pandeyyya who is saying that you are doing love with people,0.6369,positive
2582,kya bhai kahi koi koi item tahi nahi,0,neutral
2583,kamal karte ho sallu ji rply to bnt hn.,0,neutral
2584,salman khan kamine kat at tu chor lolz,0.5719,positive
2585,shayd bhaijan aap busy ho koi baat nahi khud hafiz iftari ki tayyari karni hai allah hafiz bhai,0,neutral
2586,the only salmon that can be found today is salmon sir&#39;s owl,0,neutral
2587,"salmon gets constipated, who suffers from pain",-0.7506,negative
2588,i have come from where i am to welcome myself,0.4588,positive
2589,salman can only give you a personal life.,0,neutral
2590,plz bjrangi bhajan acreply plz me mp. am i able to endure the rev?,0.1531,positive
2591,"help me, i will be happy. what can i do to help you? please reply",0.886,positive
2592,bhai ॥४ &lt;= baj gaye h? kaha ho aap,0,neutral
2593,let there be a formula for calling the righteous. talk to you soon and keep up the good content. बब क प्रसाद्लो॥ only 51 rupees,0.4404,positive
2594,ye salmon khan i real id h a say face h salmon sir to anna tm h i wo are or hum s beat are i think its face,0,neutral
2595,i&#39;m sorry to hear that ;-),0.1779,positive
2596,"bhai mera ppli necessary who known before ;-) i have spoken myself, i am in a cogent mode.",0.25,positive
2597,brother come,0,neutral
2598,how can i talk to anyone?,0,neutral
2599,why do i have to have a single application please?,0.3182,positive
2600,ab kitty wait krwaoge,0,neutral
2601,fk ku jaldi vern ??,0,neutral
2602,ay replai ay bhai,0,neutral
2603,are you asleep,0,neutral
2604,talk to you soon and keep up the good content.,0.4404,positive
2605,your answer is very important to me because i am your devotee.,0.5709,positive
2606,are you bored ?? why are you talking ??,-0.4696,negative
2607,only please replace us we are looking at living with our power :(,-0.1531,negative
2608,kamal karte ho pandya ji kitna vait karvaoge,0,neutral
2609,qzhoot is speaking,0,neutral
2610,4 भज्ग्ये बुत् आप कहन् को ज्नब :(,-0.4404,negative
2611,i really like the songs of your film bajrangi bhaijan,0.4201,positive
2612,may i have a lot of fun. they are lustful,0.5106,positive
2613,bhajjan ki karme dard hain do c tero speak aram karne hai ok frendz,0.296,positive
2614,४ braj gaye prati abhi habbat habat ki dal kisni ki pahli bhi nahi salman khan,0,neutral
2615,they will come to know about the evil deeds,-0.6597,negative
2616,not 4 o&#39;clock yet ??,0,neutral
2617,sorry frendz salman sir thore bzhyan abi atya hai 5 minutes.,-0.0772,negative
2618,jn h,0,neutral
2619,"sir, you will come to kashmir again, please reply",0.3182,positive
2620,mayfc ebooq paternettor pe nehioao no॥,0,neutral
2621,o pagal yeh asli salman khan thori hai :-),0.3182,positive
2622,i don&#39;t know what to do with my life.,0,neutral
2623,how can you be so nervous?,-0.4101,negative
2624,don&#39;t be afraid to repeat the same thing over and over again,0,neutral
2625,aa bhi jao jao bhaijaan,0,neutral
2626,"if you have any questions, please feel free to contact me",0.6808,positive
2627,only your application is not visible. :(,0.3412,positive
2628,aryabhai lowe. frzbb avo gyng. your requests have been linked.,0.128,positive
2629,plz come a yr yiten enriya ain&#39;t every day i don&#39;t know what you want to do,0.1531,positive
2630,magh apt is staying there,0,neutral
2631,bhai 1 reply assalamalaikum,0,neutral
2632,भि भि â € ¦â ¦ ¦ न न न क्र क्र वे वे वे go * € ¦â € ¦â *: *,0.4404,positive
2633,kamal karte hoon salman ji ki irad hai ya hai,0,neutral
2634,what should be done to become a b apps 18 inch.,0,neutral
2635,"yes, that&#39;s right you can now become known as a lord of the rings.",0.4019,positive
2636,salu phone numbe ki sval hai bub: p,0,neutral
2637,ohh bhott intezar ho gyi 8: 23 sir 4,0,neutral
2638,what! mousam came to be in the evening today. so what is the matter? 4: pwrhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh.,0.1007,positive
2639,please know,0.3182,positive
2640,give salman khan a singing mook in his film maine international.,0,neutral
2641,i have to chat,0,neutral
2642,"well, people, now i hear salman talking in the news, he is the winner, and he is the one who is not afraid, he is the only one who speaks.",0.7096,positive
2643,plzmer dreamtrue kardon bhai,0,neutral
2644,it&#39;s time to dump her and move on,-0.3818,negative
2645,only man bohut gorib hooplez mujhe app pasu bul lo लो?,0,neutral
2646,salman khan abbeing humane ashley avatar. admin aamir ahmad.,0,neutral
2647,hey salmon sir ekbar jo c ommitted phirvo apne apki bhi nahi sunte kun sir,0,neutral
2648,come home. talk to you,0,neutral
2649,where did you say bhaijaan ??,0,neutral
2650,your confirmation is self-respecting or not.,0,neutral
2651,"if you have any questions, please feel free to contact us.",0.6808,positive
2652,we is or,0,neutral
2653,hello #salmon #khan,0,neutral
2654,just why do i have to have a single application please?,0.3182,positive
2655,"brother, i am being discharged 24% left unsaid.",0,neutral
2656,only you do not want to own a c onc,-0.0572,negative
2657,"come on, come on, you badass.",0.34,positive
2658,t ao na aao hum enter krenge tumhho na chaho hum hadh se vyad salman ji tmsay pyre krenge,0,neutral
2659,i can give you this life for you. i will give it to you.,0,neutral
2660,why are you not applying?,0,neutral
2661,bhaijan love u bhai. 28 th julya ko mer bdayh. it&#39;s amazing. plz bhaijan,0.8519,positive
2662,salman bhai his own paige pe his tralare ni dl youtube vall,0,neutral
2663,e knvni aoge sbko owl bun diy up ajch khas,0,neutral
2664,why is your dream ?? : &#39;(:&#39; (,0.3313,positive
2665,bhai fanski delhi neither come,0,neutral
2666,even today,0,neutral
2667,you have cared for your interest,0.7003,positive
2668,please do not send any plummer to my sister.,0.3182,positive
2669,salmon khan on instagram,0,neutral
2670,"ado, we will add someone, salman khan will do it.",0,neutral
2671,"come on in, take a look and enjoy yourself!",0.5411,positive
2672,it&#39;s been 2 minutes,0,neutral
2673,bhai 24 min 1822 to c onde,0,neutral
2674,please record with netc.,0.3182,positive
2675,aren&#39;t you having fun with funk?,0.5106,positive
2676,it&#39;s 4 o&#39;clock,0,neutral
2677,– yes or no,0.128,positive
2678,new year&#39;s eve 8 song night ong mainc oment karung mainquistions v puchung main,0,neutral
2679,सल्लु भै॥एक् बर् c ल् क्र्दो ब्स्॥प्ल्ज़्॥,0,neutral
2680,this is my first post,0,neutral
2681,"7:30 pm will be there, so come on.",0,neutral
2682,technically,0,neutral
2683,who will tell me these fakes,-0.4215,negative
2684,"bajrangi bhaijan 4:30 bb gajye kb aaoge. bhai klmer birthday. yes, on my behalf",0.4019,positive
2685,even the ministers of our country will come like this,0.3612,positive
2686,i love you so much,0.6369,positive
2687,b have gone brother,0,neutral
2688,bhai aajo yaar,0,neutral
2689,how are you doing?,0,neutral
2690,"if you don&#39;t come, you will do it in your own name.",0,neutral
2691,it seems that they will come like this,0.3612,positive
2692,we were busy with our work. not today,0,neutral
2693,"how&#39;s ur bck panryt nov ?? please tell, whats the story of them big puppys .............. a request",0.3939,positive
2694,where are you from?,0,neutral
2695,i am god,0.2732,positive
2696,hi sallu bob,0,neutral
2697,"if you do not have the permission required to post, you do not have the permission required to post.",0,neutral
2698,salman vai aap sadhi krlo plzzz.,0,neutral
2699,salmon khanm apk bohatbar fanho,0,neutral
2700,"if you say so, then it is too much.॥ :-)",0.3182,positive
2701,i mean i am thinking dat i pgdp take ah hi run jaw ok?? so ply 1 reply for plan?? i am or die hard fan that plan,-0.6072,negative
2702,why do you want to talk?,0.0772,positive
2703,"oh brother, how can i tell you so much?",0,neutral
2704,assalamvalaikum bhaijan kah ho aap,0,neutral
2705,every day,0,neutral
2706,४ but you are not happy,-0.612,negative
2707,it&#39;s too late. :-),0.3182,positive
2708,"well, you don&#39;t say",0.2732,positive
2709,ओम्ग सल्मन् भै॥ assalamu alaikum :),0.4588,positive
2710,not to mention that i need a ballywood sitter for a day.,0,neutral
2711,om buzz gaye butli is left,0,neutral
2712,"brother, you are having constipation",0,neutral
2713,pls avi jo ne sallu,0.0772,positive
2714,"you are nothing, you are &lt;3",0,neutral
2715,i have not told my people that i am in love,0.6369,positive
2716,why are you talking?,0,neutral
2717,"brother, don&#39;t come, then let katrin bolt ;-) ;-) ;-) ;-) ;-)",0.7906,positive
2718,when i did not come,0,neutral
2719,just please ome 4 pam baje gaye,0.3182,positive
2720,"bhai a cc ident dubar toh kri dya, who come abtq ni ki, bhaajo only",0,neutral
2721,"brother allah hafiz namaz is going to be the time. dear brother, you are anxious, if you come forward, please do not forget me.",0.5523,positive
